availability,brand,condition,description,google_product_category,id,image_link,link,price,title
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1047_LonelyGirl_Thumbnail_shud20.jpg Sweet, Sweet Lonely Girl ",new,"When Adele (Erin Wilhelmi) is sent to look after her aunt Dora, she hopes to bond with the kind lady who cared for her as a child. But Dora won��t leave her room and barely speaks. So when Adele meets the seductive Beth, her lonely life improves for the first time. After Beth pushes her to shirk her duties however, Adele faces a dangerous reckoning. Who is Beth and what does she want from Adele? From performances to visual style, A.D. Calvo��s queer supernatural chiller evokes the eerie atmosphere of 70s and 80s horror in much the same way Ti West did with THE HOUSE OF THE DEVIL.",839,1047,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1047_LonelyGirl_Thumbnail_shud20.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/SweetSweetLonelyGirl_tlr_1047_HD_2ch.mp4","4.99 USD","Sweet, Sweet Lonely Girl"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1048_WeAreTheFlesh_thumbnail_shud20.jpg We Are The Flesh ",new,"In post-apocalyptic Mexico, a creepy man forces two siblings to fulfill his dark desires in exchange for shelter. Though they��re resistant at first, Lucio and Floria quickly realize if they want to eat, they better do what he says, no matter how repulsive it may be. To say any more would spoil things, but if you��re a fan of foreign arthouse shockers that mix sex, violence and scary surrealism, like Carlos Reygadas�� BATTLE IN HEAVEN, Pasolini��s SALO and Jodorowsky��s THE HOLY MOUNTAIN, you need to check out Emiliano Rocha Minter��s transgressive terror tale.",839,1048,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1048_WeAreTheFlesh_thumbnail_shud20.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/WeAreTheFlesh_tlr_1048_HD_2ch.mp4","4.99 USD","We Are The Flesh"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1049_WakeInFright_Thumbnail.jpg Wake in Fright ",new,"When Australian teacher John Grant stops off in the rural town of Yabba, he quickly gets pulled into the dark world of strange, ultra-macho townies who spend their days binge drinking, gambling and hunting kangaroos. For the timid Grant, this starts out as a thrilling release of his id. But after he loses his shirt gambling, Grant struggles to escape the bad luck ��� or perhaps a conspiracy ��� that keeps preventing him from leaving Yabba. Long unavailable on home video, Ted Kotcheff��s superb thriller is a deeply unsettling study of the horror of the unchecked male psyche. NOTE: Wake in Fright is presented in its entirety, featuring animal hunting scenes, which viewers may find offensive. Discretion is advised. ",839,1049,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1049_WakeInFright_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/WakeInFright_tlr_1049_HD_2ch.mp4","4.99 USD","Wake in Fright"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1050_HeTookHisSkinOff_Thumbnail.jpg He Took His Skin Off For Me ",new,"In this twisted modern-day fairy tale, a man removes his own skin for the woman he loves, believing it��s what she wants him to do. And she does��_ at first. But his action soon proves to have dire consequences. Small things, things like stains. Things they can handle. But before long it becomes clear their relationship will never be the same again��_",839,1050,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1050_HeTookHisSkinOff_Thumbnail.jpg",,"4.99 USD","He Took His Skin Off For Me"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1051_QueenOfSpades_Thumbnail.jpg Queen of Spades: The Dark Rite ",new,"After hearing about the urban legend of the ���Queen of Spades�� - a demonic entity who lives in mirrors and kills those who call her - four foolish Russian teenagers decide to see if she��s real or not. Didn��t they see CANDYMAN? Once the creepy, scissor-wielding Queen is loose, she turns the teens�� lives into a living hell, tormenting them and slowly possessing Anya, the brave little girl who was pressured into summoning her. The only hope Anya��s father has of saving her is a man who says he knows the Queen��s history and how to stop her. But it might already be too late��_",839,1051,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1051_QueenOfSpades_Thumbnail.jpg",,"4.99 USD","Queen of Spades: The Dark Rite"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1052_Antibirth_Thumbnail.jpg Antibirth ",new,"Hard-drinking, pill-popping, bong-ripping Lou and her best friend, Sadie, spend their days adrift in a drug-induced haze. But one wild night out becomes a bad trip that never ends, when Lou wakes up with symptoms of an unexplained, highly abnormal pregnancy. As her due date approaches with alarming swiftness, the fear, paranoia, and conspiracy theories begin to pile up about the pregnancy.",839,1052,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1052_Antibirth_Thumbnail.jpg",,"4.99 USD",Antibirth
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1054_Noroi_Thumbnail_shu20.jpg Noroi: The Curse ",new,"SADAKO VS. KAYAKO director K��ji Shiraishi helms this highly praised, riveting found-footage horror must-see. NOROI takes the form of a documentary by a prominent paranormal journalist named Kobayashi, who went missing shortly after completing it. What begins as an investigation into strange noises soon evolves into the chilling mystery of a demonic entity named Kagutaba, as suspense and terror build steadily to a heart-stopping finale. A SHUDDER EXCLUSIVE",839,1054,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1054_Noroi_Thumbnail_shu20.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/NoroiTheCurse_tlr_1054_SD_2ch.mp4","4.99 USD","Noroi: The Curse"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/+SH_1055_Ghostwatch_Thumbnail.jpg Ghostwatch ",new,"A TV reporter investigates a haunted house in this classic British ���documentary��, which was originally broadcast in the UK on Halloween in 1992. As experts in the BBC studio discuss supernatural phenomena, reporter Sarah Greene waits patiently for proof of a poltergeist named Pipes, whose bad behavior grows bolder throughout the evening. GHOSTWATCH freaked out gullible viewers across the UK (no warning indicated the special was scripted), leading to controversy, lawsuits and a devoted cult following who continue to search the doc for hidden glimpses of the ghoul.",839,1055,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/+SH_1055_Ghostwatch_Thumbnail.jpg",,"4.99 USD",Ghostwatch
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/_SH_1056_TheFades_Thumbnail.jpg The Fades ",new,"Seventeen-year-old Paul is haunted by apocalyptic dreams that neither his therapist or best friend and fellow geeky social outcast Mac can provide answers for. Worse still, Paul is starting to see the Fades ��� the spirits of the dead ��� all around him. They��re everywhere but they just can��t be seen, heard or touched by ordinary human beings. But now an embittered and vengeful Fade has found a way to break the barrier between the dead and the living and Paul and Mac and their friends and family are all right in the eye of the storm. The fate of humanity rests in the hands of two teenagers who already have enough trouble getting through a day in one piece, let alone saving the world.",839,1056,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/_SH_1056_TheFades_Thumbnail.jpg",,"4.99 USD","The Fades"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP1_thumbnail.jpg The Fades Ep. 1 ",new,"Paul struggles with home and school life as apocalyptic visions haunt his dreams and a supernatural creature stalks his home town. When he crosses paths with an outcast loner named Neil, who can explain what Paul is seeing, his life is transformed.",839,1056,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP1_thumbnail.jpg",,"4.99 USD","The Fades Ep. 1"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP2_thumbnail.jpg The Fades Ep. 2 ",new,"As the date of the school ball draws near, so the threat of the Fades escalates dramatically, forcing Paul to make a choice between being an Angelic and leading a normal life.",839,1056,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP2_thumbnail.jpg",,"4.99 USD","The Fades Ep. 2"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP3_thumbnail.jpg The Fades Ep. 3 ",new,"As Paul��s powers manifest themselves, his friendship with Mac and relationship with Jay are pushed to breaking point. Meanwhile, a host of new Angelics arrive in town just as the Fades�� plans evolve in a chilling new direction.",839,1056,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP3_thumbnail.jpg",,"4.99 USD","The Fades Ep. 3"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP4_thumbnail.jpg The Fades Ep. 4 ",new,"Up is down and black is white as Paul��s family and friends struggle to cope in the aftermath of his accident. Meanwhile, the Angelics are torn apart by moral compromises, and a strange new man with deadly intentions moves relentlessly through town.",839,1056,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP4_thumbnail.jpg",,"4.99 USD","The Fades Ep. 4"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP5_thumbnail.jpg The Fades Ep. 5 ",new,"Paul came back to life for a reason, but he��s just not sure what that reason might be. Meanwhile more Fades are being reborn and nothing can stop them. As they infiltrate the town, Paul��s home life and Angelic life are put on collision course.",839,1056,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP5_thumbnail.jpg",,"4.99 USD","The Fades Ep. 5"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP6_thumbnail.jpg The Fades Ep. 6 ",new,"A town left deserted. An Angelic on the edge of desperation. A Fade on the cusp of victory. And a reluctant 17 year old boy with visions of the apocalypse ��� it all comes down to this final showdown. People will die. Ash will fall. It is inevitable.",839,1056,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1056_TheFades_EP6_thumbnail.jpg",,"4.99 USD","The Fades Ep. 6"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP1_thumbnail.jpg 1. Lesbian Vampire Lovers of Lust ",new,"Steve Coogan narrates a gruesome tale that sees Captain Hans Broken and his beautiful bride trapped in a remote castle at the mercy of luscious undead ladies.",839,1057,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP1_thumbnail.jpg",,"4.99 USD","1. Lesbian Vampire Lovers of Lust"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP2_Thumbnail.jpg 2. Frenzy of Tongs ",new,"Set in Limehouse, London, in 1911, Frenzy Of Tongs sees inventor and gentleman adventurer, Nathan Blaze (Steve Coogan), lock horns with Hang Man Chang (Mark Gatiss, The League Of Gentlemen), would-be Emperor of the Free World, in a tale of opium, revenge and crabs.",839,1057,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP2_Thumbnail.jpg",,"4.99 USD","2. Frenzy of Tongs"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP3_thumbnail.jpg 3. Curse of the Blood of the Lizard of Doom ",new,"It��s Edinburgh in the 1880��s and Dr. Donald Baxter (Steve Coogan) is desperately searching for a cure for the common burn. But his quest sends him spiralling on a fatal collision-course with his past. Featuring guest appearances from Simon Pegg and Graham Crowden.",839,1057,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP3_thumbnail.jpg",,"4.99 USD","3. Curse of the Blood of the Lizard of Doom"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP4_thumbnail.jpg 4. And Now the Fearing ",new,"Set in London in 1972, property developer Denham, columnist Stephanie Wise and revolutionary architect Michael Mastersfind themselves trapped in a lift where their dreams become their worst nightmares.",839,1057,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP4_thumbnail.jpg",,"4.99 USD","4. And Now the Fearing"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP5_Thumbnail.jpg 5. Voodoo Feet of Death ",new,"It's Thirties London when World Champion ballroom dancer Lester Crown finds his career cut cruelly short when he loses both of his feet in a freak accident with a giant pair of scissors. Lester finds himself helpless, when his new replacement feet take on an evil life of their own, hell-bent on murder and mayhem.",839,1057,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP5_Thumbnail.jpg",,"4.99 USD","5. Voodoo Feet of Death"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP6_thumbnail.jpg 6. Scream Satan Scream ",new,"Eponymous narrator Dr. Terrible introduces the wickedly comic tale of a 1645 Blackburn witchhunt. Captain Tobias Slater Witch Locator is selflessly dedicated to the twin pursuits of witchburning and wench-bedding until the day he comes across a real coven of three evil sisters.",839,1057,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1057_DrTerriblesRoomOfHorribles_EP6_thumbnail.jpg",,"4.99 USD","6. Scream Satan Scream"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/_SH_1057_DrTerriblesHouseofHorrible_Thumbnail.jpg Dr Terrible's House of Horrible ",new,"British horror fans got a special treat in 2001, when Steve Coogan, the famous funnyman behind the classic Britcom ���I��m Alan Partridge��, used his talents to spoof classic horror anthologies from Hammer and Amicus in this six-episode series. Each episode stars Coogan in the dual role of Dr. Terrible and his story��s leading man, while horror favorites like Simon Pegg, Sheila Keith and Warwick Davis appear in silly supporting roles. Some of the famous titles parodied include THE VAMPIRE LOVERS, WITCHFINDER GENERAL, THE VAULT OF HORROR and THE TERROR OF THE TONGS.",839,1057,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/_SH_1057_DrTerriblesHouseofHorrible_Thumbnail.jpg",,"4.99 USD","Dr Terrible's House of Horrible"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1058_TheThaw_Thumbnail.jpg The Thaw ",new,"Evelyn Kruipen accompanies a group of ecology students to a remote research station where her father, the famed scientist Dr Kruipen (Val Kilmer) has discovered the carcass of a Woolly Mammoth in a melting ice cap. Arriving in the icy north, they find that the research station has been mysteriously abandoned and discover that something else has survived thousands of years locked in the frozen ice cap. A deadly parasite has been unleashed and, one by one, the students are infected and turn on each other. ",839,1058,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1058_TheThaw_Thumbnail.jpg",,"4.99 USD","The Thaw"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1059_TheWorldofKanako_Thumbnail.jpg The World of Kanako ",new,"When beautiful, straight-A high school student Kanako goes missing, her mother asks ex-husband Akikazu ��� a drifting, irresponsible former cop ��� to find their daughter. He embarks on a desperate search in the hope of reuniting his ""perfect family""... by any means necessary. But as his investigation progresses, Akikazu starts to discover the darkness that lies behind his daughter��s impeccable facade. Clue by clue, revelation by revelation, he starts his descent into the hellish underworld of Kanako��s secret life.",839,1059,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1059_TheWorldofKanako_Thumbnail.jpg",,"4.99 USD","The World of Kanako"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1060_PrimalScreen_Thumbnail_shud20.jpg Primal Screen ",new,"Why are we simultaneously attracted to and repelled by the things that scare us the most? In this special presentation, acclaimed filmmaker Rodney Ascher (ROOM 237, THE NIGHTMARE) explores the pop culture that left dark impressions on us as children. Starting from the immortal ventriloquist dummy of MAGIC, Ascher asks real people to look back at pop-culture artifacts that traumatized them in their youth and describe the effect they had on their lives. A singular hybrid of documentary and horror, stare into the Primal Screen.",839,1060,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1060_PrimalScreen_Thumbnail_shud20.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/PrimalScreen_tlr_1060_HD_2ch.mp4","4.99 USD","Primal Screen"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1061_Vampira_Thumbnail.jpg Vampira ",new,"Dracula is conducting a desperate quest to bring his beloved Vampira, Countess Dracula, back to life. To do so, he needs a victim with the right blood type, and seizes his chance when a group of shapely beauty contest winners are brought to his castle. Count Dracula��s hilarious, horrifying efforts to track down the right donor lead him on a trail from Transylvania to London in this 1974 horror-comedy also known as OLD DRACULA. ",839,1061,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1061_Vampira_Thumbnail.jpg",,"4.99 USD",Vampira
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1062_ShowPieces_Thumbnail.jpg Show Pieces ",new,"Writer Alan Moore ��� best known for his ground-breaking comic books, including; V For Vendetta, From Hell and Watchmen ��� and director Mitch Jenkins have made three, richly detailed neo-noir films set in small town England (Northampton) and the parallel universe (Nighthampton). Like a British version of TWIN PEAKS, these shorts tell the first parts of a huge new Alan Moore story. A SHUDDER EXCLUSIVE.",839,1062,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1062_ShowPieces_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/ShowPieces_tlr_1062_HD_2ch.mp4","4.99 USD","Show Pieces"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1063_Torment_Thumbnail.jpg Torment ",new,"Canadian scream queen Katherine Isabelle��s (GINGER SNAPS) vocal chords get a full workout when she and her new husband Cory arrive at a vacation house and realize they��re not the only occupants. Before long, things go from bad to way, way worse when a sadistic family of cuckoos emerge from a hiding place and kidnap Cory��s young son Liam. The traditional cat-and-mouse game is then played in reverse, with the evil mouse-masked ringleader going all out to make Liam the new member of his effed-up family. A tight and effective shocker tailor-made for fans of home-invasion thrillers.",839,1063,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1063_Torment_Thumbnail.jpg",,"4.99 USD",Torment
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1064_WildBeasts_Thumbnail.jpg Wild Beasts ",new,"In this oh-so-wrong animal attack flick from Italy, discontented zoo animals bust out of their cages and go on a murderous rampage after their water supply gets contaminated with PCP. Pretty soon rats, cheetahs, elephants, and other creatures great and small are getting their revenge on all the simpletons who came around to point and laugh. Director Franco E. Prosperi famously created the ���Mondo�� genre, which often featured graphic violence inflicted on animals, an unpleasant feature here that makes WILD BEASTS definitely not for those easily upset by such scenarios.",839,1064,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1064_WildBeasts_Thumbnail.jpg",,"4.99 USD","Wild Beasts"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1018_Venefica_masthead.jpg Venefica - CC test 2 ",new,"In this short film thriller by first-time director Maria Wilson, a young modern-day witch anxiously prepares for the mystical rite of passage that determines whether her abilities will be used for good or for evil. Deep in the woods, at an isolated cabin, Penelope (played by Maria Wilson) looks out of place as she awkwardly chops firewood in preparation for that night��s ritual. A look at what��s waiting for her inside of the cabin (and a stressful phone call from her mother), reveals a much darker set of expectations for Penelope. Familial pressure and the uncertainty of her future weighs down on her as she comes to terms with the fact that it��s not just her life hanging in the balance.",839,1065,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1018_Venefica_masthead.jpg",,"4.99 USD","Venefica - CC test 2"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1066_BeyondTheDarkness_Thumbnail.jpg Beyond the Darkness ",new,"On a luxurious estate in the Italian countryside, Francesco mourns his deceased lover. Soon pain and loss turn to madness and violence, as this troubled young man decides he cannot part with his love just yet. Excavating her corpse, he preserves her body with excruciating attention to detail. That, however, is only the beginning. CinzIa Monreale (THE BEYOND) and Franca Stoppi (THE OTHER HELL) star in Joe D'amato's psycho-sexual thriller featuring torture, cannibalism, necrophilia, unrequited love and other perversions set to a pounding score by Goblin.",839,1066,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1066_BeyondTheDarkness_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/BeyondTheDarkness_tlr_1066_HD_2ch.mp4","4.99 USD","Beyond the Darkness"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1067_CathysCurse_Thumbnail.jpg Cathy's Curse ",new,"A young girl is possessed by her dead aunt��s spirit in this Canadian ���Canuxploitation�� classic. Young Cathy��s aunt died in a car crash when she was eight-years-old. When Cathy reaches the same age, a deadly dolly seems to give the child terrible powers, and she goes from lovable tyke to hellspawn in a matter of days. Cathy��s aunt��s ghost is out for revenge, and anyone who tries to take the terrifying toy away winds up paying a price! Plot holes be damned, CATHY��S CURSE is a wild, over-the-top ride, beautifully restored for the first time by Severin Films.",839,1067,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1067_CathysCurse_Thumbnail.jpg",,"4.99 USD","Cathy's Curse"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1068_EmmanuelleandTheLastCannibals_Thumbnail.jpg Emanuelle and the Last Cannibals ",new,"After escaping a snuff film shoot in EMANUELLE IN AMERICA, the sex-crazed reporter Emanuelle stumbles on another dangerous lead: a cannibal tribe making a comeback in the Amazonian jungle. Before anyone can say ���bad idea��, the randy reporter hightails it to cannibal country and sets off into the heart of darkness. Will Emanuelle soothe the savages with her hot bod? Or get served up on a silver platter? Joe D��Amato and Laura Gemser��s penultimate BLACK EMANUELLE film combines softcore porn and hardcore cannibal horror, making it a must-see for fans of swinging ���70s Euro-curios.",839,1068,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1068_EmmanuelleandTheLastCannibals_Thumbnail.jpg",,"4.99 USD","Emanuelle and the Last Cannibals"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1059_ColdPrey3_Thumbnail.jpg Cold Prey III ",new,"Jotunheimen 1976, Stehoe mountain hotel is in bankruptcy after several suspicious events. Ensure that their son is involved, the parents keep him locked up. But one day something happens. The official story is that the boy fell into a crevasse while he was outside playing, and the parents were taken by an avalanche while they were searching. Ten years later, the policeman who investigated the case can not seem to let it go. Now he is on his way back together with six young people.  Unsuspecting of what they have embarked on, they will be swept up in a drama that will have horrific consequences. ",839,1069,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1059_ColdPrey3_Thumbnail.jpg",,"4.99 USD","Cold Prey III"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1070_IWantYouInsideMe_Thumbnail.jpg I Want You Inside Me ",new,"Determined to divest herself of virginity, CJ plots a seduction. Afterward, she wakes up alone in the woods -- thighs smeared in blood! Between mysterious prank phone calls and a possible sighting of her missing boyfriend at a house party, CJ grows increasingly unsure if she's being ghosted -- or if something more sinister is going on. Her friends peer pressure her to get over it and get under another boy as fast as possible... with horrifying results.",839,1070,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1070_IWantYouInsideMe_Thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/IWantYouInsideMe_tlr_1070_HD_2ch.mp4","4.99 USD","I Want You Inside Me"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1071_ChildEater_Thumbnail.jpg Child Eater ",new,"It��s a typical night of babysitting little Lucas ��� tuck him in, turn on his nightlight, check the closet for the boogeyman. Helen convinces Lucas it��s safe to close his eyes and drift off to sleep, but little does she know, the legend of the local child eater is as real as ever, and it��s up to her to protect Lucas from the maniacal and murderous Robert Bowery.",839,1071,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1071_ChildEater_Thumbnail.jpg",,"4.99 USD","Child Eater"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1072_TheBanishing_Thumbnail.jpg The Banishing ",new,"Kara must go to supernatural lengths to save her little sister from the violent spirit that haunts her.",839,1072,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1072_TheBanishing_Thumbnail.jpg",,"4.99 USD","The Banishing"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1073_TheGreyMatter_Thumbnail.jpg The Grey Matter ",new,"An office stiff wakes up in an alley mysteriously covered in blood. In the aftermath, he attracts the attention of his beautiful coworker, granting him a new lease on life ...but something strange is afoot.",839,1073,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1073_TheGreyMatter_Thumbnail.jpg",,"4.99 USD","The Grey Matter"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1074_TheBlackcoatsDaughter_thumbnail_shud20.jpg The Blackcoat's Daughter ",new,"An unseen evil affects two girls staying at a boarding school over winter break. Rose (Lucy Boynton) is fretting over an unplanned pregnancy and Kat (Kiernan Shipka) has convinced herself her parents are dead, giving the entity the perfect cover to start turning the young women inside out. And then there��s Joan (Emma Roberts), who��s just left an asylum and is heading to the girl��s school��_ What��s really going on? Director Oz Perkins�� (I AM THE PRETTY THING...) dread-inducing debut is an ingeniously crafted horror mystery that will keep you guessing until the final chilling frame.",839,1074,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1074_TheBlackcoatsDaughter_thumbnail_shud20.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/BlackcoatsDaughter_tlr_1074_HD_2ch.mp4","4.99 USD","The Blackcoat's Daughter"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1075_Grace_Thumbnail-shud20.jpg Grace ",new,"When a family man succumbs to weakness, his failure to live a moral life condemns those he loves to an unspeakable horror. Only his path to redemption can save them.",839,1075,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_1075_Grace_Thumbnail-shud20.jpg",,"4.99 USD",Grace
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1075_Grace_EP1_thumbnail.jpg Grace Ep. 1 ",new,"It is a monumental occasion for the Chan family as their second daughter, Mimi, prepares to wed. But looks can be deceiving, and in spite of the happiness and joy surrounding the occasion, a catastrophic event will tear the family apart.",839,1075,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1075_Grace_EP1_thumbnail.jpg",,"4.99 USD","Grace Ep. 1"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1075_Grace_EP2_thumbnail.jpg Grace Ep. 2 ",new,"On her return home following the birth of her first child, Lisa begins to unravel. Her paranoia is further fueled with the arrival of Ati, a traditional and superstitious confinement nanny who seems to be driving a wedge in the new family.",839,1075,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1075_Grace_EP2_thumbnail.jpg",,"4.99 USD","Grace Ep. 2"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1075_Grace_EP3_thumbnail.jpg Grace Ep. 3 ",new,"Vivian's frantic efforts to find her missing family members will bring her closer to unraveling how the horror began. Devoted to her father, she will be crushed by the truth and turn to a dark and dangerous ally for help.",839,1075,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/1075_Grace_EP3_thumbnail.jpg",,"4.99 USD","Grace Ep. 3"
